trade_date,top_n,cash,holdings_value,equity,turnover,gross_return,net_return,cost,benchmark_return
20250630,10,0.0,17585456.30207858,17585456.30207858,2.949098798088409e-16,0.009820473611380942,0.009820473611380942,6.422823783537746e-12,0.003651755342974017
20250701,10,4.1359030627651384e-25,17738131.298301544,17738131.298301544,8.249391230130333e-16,0.008681889943618959,0.008681889943618959,1.8142734992021918e-11,0.0016978571391006447
20250702,10,2.0679515313825692e-25,17333173.96239682,17333173.96239682,4.842404844953432e-16,-0.022829763129755376,-0.022829763129755376,1.0742272753791332e-11,0.00023407448889889437
20250703,10,0.0,17515135.333192714,17515135.333192714,1.9999348159018535,0.01299903701890659,0.010497867914476933,43353.199196449335,0.006182720125535335
20250704,10,0.0,17584854.624960065,17584854.624960065,2.0455626573015865e-15,0.003980516875323747,0.003980516875323747,4.480778736263456e-11,0.003562388906882541
20250707,10,0.0,17471663.572720185,17471663.572720185,2.8811115402600473e-16,-0.006436848905149062,-0.006436848905149062,6.336159028735331e-12,-0.004276225568990322
20250708,10,0.0,17838515.502256714,17838515.502256714,8.64950203025308e-16,0.020996966202424083,0.020996966202424083,1.8899598492263885e-11,0.008392593859549047
20250709,10,0.0,17757487.107111085,17757487.107111085,4.952049935852764e-16,-0.004542328375664373,-0.004542328375664373,1.104767628172322e-11,-0.001763707246055457
20250710,10,1.862645149230957e-09,17457127.278106965,17457127.278106965,1.9968400564649744,-0.014417247082197604,-0.016914545802138803,44345.74982196068,0.004665956105733837
20250711,10,1.6543612251060553e-24,17794570.22703619,17794570.22703619,2.1390203694659192e-15,0.0193298097420882,0.0193298097420882,4.5767999975659774e-11,0.0011926860393338679
20250714,10,0.0,18195020.204415087,18195020.204415087,2.931057581067424e-16,0.022504054454233202,0.022504054454233202,6.522875183315545e-12,0.0007125622726074088
20250715,10,1.2407709188295415e-24,18794984.66900118,18794984.66900118,8.328927092182019e-16,0.03297410268555301,0.03297410268555301,1.8952600890864438e-11,0.00034761460367627173
20250716,10,1.4475660719677984e-24,18668539.20537658,18668539.20537658,4.949681419769769e-16,-0.006727617279366438,-0.006727617279366438,1.1634465532893052e-11,-0.0029515575814113015
20250717,10,-2.7939677238464355e-09,19279654.433596678,19279654.433596674,1.9970338260048413,0.035232573049756244,0.032735031996723674,46625.443065575986,0.00681001374051049
20250718,10,3.308722450212111e-24,19299449.495985903,19299449.495985903,1.975704516748823e-15,0.0010267332569371401,0.0010267332569371401,4.90351268576188e-11,0.005962982691001262
20250721,10,0.0,19341040.575302955,19341040.575302955,2.6209468878455904e-16,0.002155039672282033,0.002155039672282033,6.326017020214779e-12,0.006667063195941569
20250722,10,0.0,19074097.90666155,19074097.90666155,8.08889115550056e-16,-0.013801877287940134,-0.013801877287940134,1.9565729370653516e-11,0.008163046119558537
20250723,10,4.1359030627651384e-25,19022339.89434499,19022339.89434499,5.271327986649049e-16,-0.0027135234688339116,-0.0027135234688339116,1.2574515522194732e-11,0.00019672450184127221
20250724,10,0.0,18769921.880601205,18769921.880601205,2.0167318221539516,-0.01074738062142,-0.013269556487045198,47977.686589237346,0.0071043554995868785
20250725,10,0.0,18752300.891870223,18752300.891870223,1.892824161363304e-15,-0.0009387886024817549,-0.0009387886024817549,4.443241826226077e-11,-0.005271922389312067
20250728,10,0.0,19247331.72877021,19247331.72877021,2.8983195956795435e-16,0.026398405174620443,0.026398405174620443,6.797168726736676e-12,0.0020984873048641717
20250729,10,-4.1359030627651384e-25,20101875.371252943,20101875.371252943,8.374899319253954e-16,0.044398031608994026,0.044398031608994026,2.01593878680256e-11,0.003917115239085778
20250730,10,1.6543612251060553e-24,20196100.94771914,20196100.94771914,5.311925418905531e-16,0.004687402280930897,0.004687402280930897,1.335413491148444e-11,-0.00018949790929712051
20250731,10,0.0,20623290.155204948,20623290.155204948,2.0492228410021185,0.02371487334666722,0.021152063390436293,51758.768585856174,-0.018222684852631565
20250801,10,1.6543612251060553e-24,20358033.387360834,20358033.387360834,1.7719787529198606e-15,-0.012862000478481739,-0.012862000478481739,4.570289140860994e-11,-0.0050698411558057765
20250804,10,1.0339757656912846e-25,20477511.69607049,20477511.69607049,2.754818738359743e-16,0.005868853166526078,0.005868853166526078,7.013843403158442e-12,0.0038900068425371526
20250805,10,8.271806125530277e-25,20413258.78961802,20413258.78961802,8.367710892837357e-16,-0.00313773017962915,-0.00313773017962915,2.14294519356445e-11,0.008044729775498416
20250806,10,0.0,20524463.024382968,20524463.024382968,5.531556940785774e-16,0.0054476473311309,0.0054476473311309,1.4121698767104523e-11,0.0024455519136337145
20250807,10,1.862645149230957e-09,20441108.167162873,20441108.167162873,2.0054454911057946,-0.001553183344853326,-0.004061244239182749,51476.603088564836,0.00028705585229782393
20250808,10,3.308722450212111e-24,20293926.613559663,20293926.613559663,1.9796470052036175e-15,-0.007200272724922296,-0.007200272724922296,4.967623875246974e-11,-0.0023572022613742583
20250811,10,3.101927297073854e-25,20697846.582178976,20697846.582178976,2.8037303878313956e-16,0.019903490157958226,0.019903490157958226,7.115895289501942e-12,0.004273773803145531
20250812,10,0.0,21128651.715616144,21128651.715616144,8.796591373945618e-16,0.02081400747303319,0.02081400747303319,2.277019743672403e-11,0.005170295984199713
20250813,10,8.271806125530277e-25,21885149.96423908,21885149.96423908,5.665899185384585e-16,0.03580437875568787,0.03580437875568787,1.4971587111528774e-11,0.00790390482687342
20250814,10,-9.313225746154785e-10,21114518.223488,21114518.223488,1.9860362874155268,-0.03272875376283002,-0.03521254101572591,54358.05650889123,-0.0007816208179632911
20250815,10,1.6543612251060553e-24,21569615.38020549,21569615.38020549,1.9603670359583162e-15,0.021553755188751467,0.021553755188751467,5.223203418623463e-11,0.006958548113727536
20250818,10,0.0,21875628.57742183,21875628.57742183,2.915841321974338e-16,0.014187234766233736,0.014187234766233736,7.86562979298354e-12,0.008818677858427604
20250819,10,0.0,21983742.438839346,21983742.438839346,7.972435131859958e-16,0.00494220593638639,0.00494220593638639,2.181115930492215e-11,-0.003783165709871472
20250820,10,4.1359030627651384e-25,21806161.248834036,21806161.248834036,5.904577464065647e-16,-0.008077841636807581,-0.008077841636807581,1.623370562533696e-11,0.011370458515621573
20250821,10,9.313225746154785e-10,21532786.911805734,21532786.911805734,2.0120947173536976,-0.010020187458029572,-0.012536564043014176,54872.51357496482,0.0039038526937729134
20250822,10,0.0,22046555.209590454,22046555.209590454,2.1273386570312977e-15,0.023859814332859886,0.023859814332859886,5.682216228271101e-11,0.020971435942042538
20250825,10,0.0,23123040.578564674,23123040.578564674,3.547030810101197e-16,0.04882782633116034,0.04882782633116034,9.779866256254928e-12,0.02083692277864846
20250826,10,1.2407709188295415e-24,22784067.84333397,22784067.84333397,7.654869476557523e-16,-0.014659522569230532,-0.014659522569230532,2.213655046649022e-11,-0.0037212743328440823
20250827,10,8.271806125530277e-25,22904670.723449916,22904670.723449916,6.071437086011819e-16,0.005293298850109762,0.005293298850109762,1.730015438647164e-11,-0.014927018327870134
20250828,10,2.7939677238464355e-09,24313575.599271033,24313575.599271037,1.9893495287699412,0.06399961523249487,0.06151168435609411,56985.23750666054,0.017704778516881126
20250829,10,1.6543612251060553e-24,24560596.23078964,24560596.23078964,2.197751364026935e-15,0.010159782155858998,0.010159782155858998,6.542972342187513e-11,0.00738770396941435
20250901,10,0.0,26022139.831266757,26022139.831266757,3.3971274284872686e-16,0.05950765961637772,0.05950765961637772,1.0434651715309717e-11,0.005993649960034597
20250902,10,0.0,24525257.502763823,24525257.502763823,7.018198378536886e-16,-0.05752341422377427,-0.05752341422377427,2.283998743995204e-11,-0.00735199469302994
20250903,10,4.1359030627651384e-25,25113277.90314307,25113277.90314307,5.717702672289952e-16,0.02397611524824894,0.02397611524824894,1.753728493773786e-11,-0.006819624069982377
20250904,10,1.862645149230957e-09,23738323.17419219,23738323.17419219,2.00677866877516,-0.052240381851426876,-0.05475011005149577,63027.50174968745,-0.021216303869546982
20250905,10,-3.308722450212111e-24,24762776.861042574,24762776.861042574,2.5510657694453805e-15,0.0431561100307265,0.0431561100307265,7.480360882193762e-11,0.021789657928137807
20250908,10,2.0679515313825692e-25,25397634.5947958,25397634.5947958,3.4572061069447346e-16,0.02563758246160197,0.02563758246160197,1.0706606226726632e-11,0.0016250834104036826
20250909,10,0.0,24950749.89193893,24950749.89193893,7.7258106411463e-16,-0.017595524543393637,-0.017595524543393637,2.453943416863667e-11,-0.007009375761109604
20250910,10,0.0,25139994.45356259,25139994.45356259,5.902220706798126e-16,0.007584724404808618,0.007584724404808618,1.841731273916246e-11,0.0020527433658958927
20250911,10,1.862645149230957e-09,25766989.951737538,25766989.951737538,2.0005133048069355,0.027442053138315048,0.024940160561017777,62897.56551666399,0.02309587678617797
20250912,10,0.0,27170218.077162903,27170218.077162903,2.800864922640537e-15,0.054458364289102335,0.054458364289102335,8.932566315427774e-11,-0.0057247806717385386
20250915,10,0.0,27003331.17517135,27003331.17517135,3.349640998174181e-16,-0.006142273187414227,-0.006142273187414227,1.1382000550349943e-11,0.002445312890452467
20250916,10,-2.0679515313825692e-24,26793544.53550229,26793544.53550229,7.880683507935748e-16,-0.0077689170387227335,-0.0077689170387227335,2.6613895279077047e-11,-0.0021440283647959912
20250917,10,8.271806125530277e-25,27650802.956198316,27650802.956198316,5.645001305293511e-16,0.031994961307195924,0.031994961307195924,1.891565706307532e-11,0.006120769210039123
20250918,10,3.725290298461914e-09,27145898.11587923,27145898.115879234,1.993346499090593,-0.01576711302633993,-0.018260042614997585,68931.50483964698,-0.011626836427765741
20250919,10,0.0,27703204.885617193,27703204.885617193,2.900036756631991e-15,0.02053005457247914,0.02053005457247914,9.659077814963994e-11,0.0008471337622097952
20250922,10,0.0,28121131.78121171,28121131.78121171,3.3475045899695807e-16,0.015085868126813562,0.015085868126813562,1.1597874626247029e-11,0.004595484215122125
20250923,10,-8.271806125530277e-25,27017054.476779,27017054.476779,7.723287337167787e-16,-0.03926148182877787,-0.03926148182877787,2.7162028638401577e-11,-0.0006257230341430997
20250924,10,0.0,27388743.675137322,27388743.675137322,5.611890981615027e-16,0.013757576669869431,0.013757576669869431,1.8961576334171836e-11,0.010242250609604042
20250925,10,0.0,27444605.866157632,27444605.866157632,1.9951551447705191,0.004534795521816681,0.002039603995090067,68340.161145887,0.006004440404209221
20250926,10,0.0,26198782.352005363,26198782.352005363,3.1095761886116165e-15,-0.045394112060778924,-0.045394112060778924,1.0672973099954286e-10,-0.00945660568359008
20250929,10,0.0,26459414.886346836,26459414.886346836,3.595280708513583e-16,0.00994826900119361,0.00994826900119361,1.177988704060918e-11,0.015385351809531267
20250930,10,0.0,26469840.187720504,26469840.187720504,9.215224202670038e-16,0.0003940110323092938,0.0003940110323092938,3.049392701965373e-11,0.00446763292402208
20251009,10,0.0,25927724.51629024,25927724.51629024,5.682653412913112e-16,-0.020480504135485966,-0.020480504135485966,1.881177184617491e-11,0.014822892311246116
20251010,10,0.0,25466625.76030723,25466625.76030723,2.005533646307282,-0.015275832836272762,-0.017784003979728458,65031.17044723145,-0.019672630662990076
20251013,10,3.308722450212111e-24,25779854.648029923,25779854.648029923,3.199632371347253e-15,0.01229958341049242,0.01229958341049242,1.0190575309112667e-10,-0.004950491939920476
20251014,10,4.1359030627651384e-25,25264729.316692773,25264729.316692773,3.947172041138162e-16,-0.019981700376907163,-0.019981700376907163,1.2726053213020184e-11,-0.011953495211176945
20251015,10,0.0,26245216.715650998,26245216.715650998,1.0104372092132523e-15,0.03880854556832336,0.03880854556832336,3.19264914735959e-11,0.014809990358365388
20251016,10,-4.1359030627651384e-25,26438419.786534093,26438419.786534093,4.819619349394425e-16,0.0073614583935930344,0.0073614583935930344,1.581940399097068e-11,0.0026342035633508676
20251017,10,9.313225746154785e-09,25563365.816944234,25563365.81694424,2.001245057186707,-0.03059500888605149,-0.03309781661139766,66170.2812876796,-0.02255906985368905
20251020,10,3.308722450212111e-24,25699351.93629088,25699351.93629088,3.6431885548203845e-15,0.00531957021310947,0.00531957021310947,1.1181449658393698e-10,0.005313326102133198
20251021,10,4.1359030627651384e-25,26237592.730271082,26237592.730271082,3.876035088945167e-16,0.020943749683436153,0.020943749683436153,1.2457677572312948e-11,0.015347735117563044
20251022,10,0.0,26444690.523172203,26444690.523172203,1.0189207439802573e-15,0.007893170498914914,0.007893170498914914,3.3434251506976994e-11,-0.003320730623673107
20251023,10,0.0,26413533.838140264,26413533.838140264,5.259173197549575e-16,-0.0011781830082162603,-0.0011781830082162603,1.739334762593303e-11,0.002999344593550113
20251024,10,3.725290298461914e-09,26937595.664593145,26937595.66459315,2.00945266554707,0.022353727907217236,0.019840655539099306,66379.12203297735,0.011796511885009409
20251027,10,0.0,27155587.277900767,27155587.277900767,4.215281576312911e-15,0.00809246734645086,0.00809246734645086,1.4014436542739034e-10,0.011872743557892473
20251028,10,0.0,27109669.859544545,27109669.859544545,3.9870314190016346e-16,-0.0016909013193608935,-0.0016909013193608935,1.3540542731169515e-11,-0.005098707625962318
20251029,10,0.0,27270878.921580873,27270878.921580873,1.2158359338525058e-15,0.005946552018949447,0.005946552018949447,4.122174933730925e-11,0.011906462377341054
20251030,10,4.1359030627651384e-25,26968305.827551972,26968305.827551972,5.45710366241688e-16,-0.01109509872780301,-0.01109509872780301,1.8611807558815192e-11,-0.00798822571402924
20251031,10,-1.862645149230957e-09,26230770.90153973,26230770.901539728,1.9945736694930656,-0.024853746974942248,-0.02734821129396814,67271.47663140515,-0.014701636612666436
20251103,10,-3.308722450212111e-24,26421786.138148773,26421786.138148773,4.194334549187255e-15,0.00728210533064555,0.00728210533064555,1.3852637156557807e-10,0.0027442603301301993
20251104,10,-4.1359030627651384e-25,26375567.372533895,26375567.372533895,4.209068158129435e-16,-0.0017492672665360143,-0.0017492672665360143,1.3908341510128529e-11,-0.0074577253445586855
20251105,10,0.0,26904098.348423533,26904098.348423533,1.158195973063988e-15,0.020038658066556803,0.020038658066556803,3.8204196996181425e-11,0.0018529027329989844
20251106,10,4.1359030627651384e-25,26916066.070035324,26916066.070035324,5.461483611884307e-16,0.00044482894229713743,0.00044482894229713743,1.8376224640124913e-11,0.01429490516735954
20251107,10,-1.862645149230957e-09,26512168.05717009,26512168.057170086,1.9893732318495891,-0.012517873237888666,-0.015005833757960718,66966.10973789802,-0.0031126241188909054
20251110,10,-3.308722450212111e-24,26649221.937339555,26649221.937339555,4.077116544749312e-15,0.005169470858585878,0.005169470858585878,1.3611587929309002e-10,0.003474463421602847
20251111,10,-8.271806125530277e-25,26480437.030810397,26480437.030810397,4.260561742260128e-16,-0.0063335772776415,-0.0063335772776415,1.4199681771789426e-11,-0.009134129265100266
20251112,10,0.0,26798985.76194669,26798985.76194669,1.2113603494922873e-15,0.012029587380512519,0.012029587380512519,4.011674769428588e-11,-0.001345094021268145
20251113,10,-8.271806125530277e-25,27780847.45299361,27780847.45299361,6.053366115959552e-16,0.0366380168178273,0.0366380168178273,2.0288153120741688e-11,0.012089327039823683
20251114,10,0.0,27215935.04305719,27215935.04305719,1.9812182958954891,-0.017856837864773767,-0.020334599615518423,68834.32122230182,-0.01572370046595184
20251117,10,0.0,27032922.913064122,27032922.913064122,3.729210976435301e-15,-0.006724447633473907,-0.006724447633473907,1.2693092008068913e-10,-0.006500948826135278
20251118,10,-4.1359030627651384e-25,26634803.04508127,26634803.04508127,4.0649759871580583e-16,-0.014727222404442797,-0.014727222404442797,1.374289426016765e-11,-0.006493988487517255
20251119,10,1.6543612251060553e-24,26958809.83904412,26958809.83904412,1.1801017964773709e-15,0.012164790308921924,0.012164790308921924,3.930937834207273e-11,0.004399858079545238
20251120,10,0.0,26769298.805763103,26769298.805763103,5.999808401058941e-16,-0.007029651324093389,-0.007029651324093389,2.0228576007359597e-11,-0.005087709976273946
20251121,10,0.0,25421103.37282365,25421103.37282365,1.9447844170421733,-0.04793129787166661,-0.05036349449127908,65108.198064774566,-0.024390352898410628
20251124,10,3.308722450212111e-24,25316708.426728696,25316708.426728696,3.823731652171975e-15,-0.004106625293320509,-0.004106625293320509,1.215651295645342e-10,-0.0012483811999961514
20251125,10,0.0,26074520.71666714,26074520.71666714,4.3530998760063895e-16,0.02993328663288497,0.02993328663288497,1.3782661369845244e-11,0.009522582019015013
20251126,10,8.271806125530277e-25,26821781.634377997,26821781.634377997,1.1593334201850096e-15,0.02865866359849134,0.02865866359849134,3.7805231718532517e-11,0.006061992586102516
20251127,10,0.0,26576509.97022419,26576509.97022419,5.905048123398504e-16,-0.009144495600524771,-0.009144495600524771,1.980789285971589e-11,-0.0004920283896928668
20251128,10,0.0,26961751.869233757,26961751.869233757,1.9990185922583463,0.01699560222154206,0.014495578969593303,66441.89288121245,0.0024934431651024713
20251201,10,0.0,27311550.14355813,27311550.14355813,3.946131447348498e-15,0.012973870393174547,0.012973870393174547,1.330598010590176e-10,0.0110067869884507
20251202,10,-4.1359030627651384e-25,26973259.160102837,26973259.160102837,4.2448689411661767e-16,-0.012386370662856194,-0.012386370662856194,1.4498993364118626e-11,-0.004840155074452679
20251203,10,-8.271806125530277e-25,26479991.045605138,26479991.045605138,1.1695629984211849e-15,-0.018287301195967776,-0.018287301195967776,3.945338401761076e-11,-0.005112953160864575
20251204,10,-4.1359030627651384e-25,26731584.045232,26731584.045232,4.158473238542425e-16,0.009501249422386726,0.009501249422386726,1.3771427478738374e-11,0.0034247701514389384
20251205,10,-3.725290298461914e-09,27188009.99720475,27188009.997204747,1.9993536571783397,0.01957484952566757,0.017074407233048206,66840.78329540366,0.00835144516969999
20251208,10,-3.308722450212111e-24,28086938.79176065,28086938.79176065,3.791072469795797e-15,0.03306342739495549,0.03306342739495549,1.307676742475245e-10,0.008118093849742936
20251209,10,-4.1359030627651384e-25,27502378.041540507,27502378.041540507,3.99153678613529e-16,-0.02081254758854756,-0.02081254758854756,1.4020766557934333e-11,-0.005091421450446942
20251210,10,0.0,27496682.213429738,27496682.213429738,1.1644223213706524e-15,-0.0002071031131258838,-0.0002071031131258838,4.005050385485725e-11,-0.0013909503131558365
20251211,10,0.0,28076105.15192814,28076105.15192814,4.0798818098023105e-16,0.021072467361731517,0.021072467361731517,1.4029916657389537e-11,-0.008633273294054389
20251212,10,3.725290298461914e-09,28838491.273803703,28838491.273803707,2.0019976423614128,0.029658018287430643,0.027154269360015082,70295.51816014414,0.006318987752869765
20251215,10,6.617444900424222e-24,27831516.842397965,27831516.842397965,3.782870238297167e-15,-0.03491772235395885,-0.03491772235395885,1.3456997778599277e-10,-0.006306639452515306
20251216,10,-1.2407709188295415e-24,27795542.38494583,27795542.38494583,5.727820462579953e-16,-0.0012925798351505202,-0.0012925798351505202,1.9936709814222817e-11,-0.01197372283965692
20251217,10,0.0,28833592.819824576,28833592.819824576,1.107267125413849e-15,0.03734593196644931,0.03734593196644931,3.8490608198971695e-11,0.01830339132077219
20251218,10,1.6543612251060553e-24,27375753.238522984,27375753.238522984,3.935495333426353e-16,-0.05056045531374964,-0.05056045531374964,1.4191404450767284e-11,-0.005913349163459758
20251219,10,0.0,27501032.46310441,27501032.46310441,2.016388950712567,0.0070980311732620205,0.004576284111340145,69034.72529713796,0.003379354464773998
20251222,10,6.617444900424222e-24,28989613.408167515,28989613.408167515,4.337371507522372e-15,0.05412818398946295,0.05412818398946295,1.4917733195712462e-10,0.009510443561734139
20251223,10,-4.1359030627651384e-25,28903323.9549208,28903323.9549208,5.897630504842971e-16,-0.002976564469204135,-0.002976564469204135,2.1381944517210297e-11,0.001975573244433315
20251224,10,0.0,30369104.927798435,30369104.927798435,1.040884286552181e-15,0.05071323198548883,0.05071323198548883,3.7625082208359553e-11,0.0028836327110881577
20251225,10,0.0,30570688.423995726,30570688.423995726,3.86773188820357e-16,0.006637781939130116,0.006637781939130116,1.46897893378497e-11,0.0018293035828247373
20251226,10,1.862645149230957e-09,30861449.960767426,30861449.960767426,1.9910229315979624,0.012001145334409546,0.009511121658074106,76121.73797762864,0.0031672992843112535
20251229,10,0.0,30583615.862134203,30583615.862134203,4.6380512223659574e-15,-0.009002626220946164,-0.009002626220946164,1.7807894904306008e-10,-0.0038365856172325463
20251230,10,8.271806125530277e-25,30291751.396963987,30291751.396963987,5.62712684344223e-16,-0.009543164107406077,-0.009543164107406077,2.1522997222028636e-11,0.0025670930770997913
20251231,10,0.0,30755715.44680337,30755715.44680337,1.0595047578770196e-15,0.015316514511138024,0.015316514511138024,4.0137887355566783e-11,-0.0045884770946363895
20260105,10,0.0,31726894.14291231,31726894.14291231,3.9765887334053395e-16,0.031577177835083736,0.031577177835083736,1.5295501692543625e-11,0.018964869843331567
20260106,10,0.0,34589520.70503713,34589520.70503713,1.9896264667884593,0.09271540595490779,0.09022712873281113,78945.30802367943,0.0154624909095884
20260107,10,0.0,35615697.21970538,35615697.21970538,4.3838801695515804e-15,0.02966726608960535,0.02966726608960535,1.8964021247261887e-10,-0.0029281771254092703
20260108,10,-4.1359030627651384e-25,36397538.27399911,36397538.27399911,5.31301438422091e-16,0.02195214793832978,0.02195214793832978,2.366517153981383e-11,-0.008167245026855396
20260109,10,-8.271806125530277e-25,36427294.36048997,36427294.36048997,9.026584178309881e-16,0.0008175301930273271,0.0008175301930273271,4.108872475156438e-11,0.004489247588721934
20260112,10,4.1359030627651384e-25,41338893.7479915,41338893.7479915,3.668008708942319e-16,0.13483294528810208,0.13483294528810208,1.6710309274322492e-11,0.006512693284052684
20260113,10,7.450580596923828e-09,39634578.42776761,39634578.42776762,1.968473699049004,-0.03876606590174969,-0.041227888937078516,101769.04088382013,-0.006029981113445548
20260114,10,6.617444900424222e-24,39493479.89295892,39493479.89295892,3.941407336585553e-15,-0.003559985760056672,-0.003559985760056672,1.916405527249991e-10,-0.004012113003053819
20260115,10,0.0,39761567.10909546,39761567.10909546,4.886037468655496e-16,0.006788138620935857,0.006788138620935857,2.413289426270506e-11,0.0020031292739712825
20260116,10,1.6543612251060553e-24,40636378.02490948,40636378.02490948,8.713819480646953e-16,0.02200141944641576,0.02200141944641576,4.3331055284678255e-11,-0.0041159193929286575
20260119,10,1.2407709188295415e-24,40509389.34358163,40509389.34358163,3.2741744021091293e-16,-0.0031250000000001554,-0.0031250000000001554,1.6639643412154648e-11,0.0005458303951026977
20260120,10,7.450580596923828e-09,40506988.74583911,40506988.74583912,1.997501873594799,0.0024388661255076993,-5.9260279688500006e-05,101197.57517757067,-0.003290219893497426
20260121,10,-1.3234889800848443e-23,41837291.19210085,41837291.19210085,4.272335205028845e-15,0.03284130683247555,0.03284130683247555,2.1270535496471508e-10,0.0008881348113625176
20260122,10,1.0330790644783242e-08,41889049.41428614,41889049.414286144,2.4736069011742226e-16,0.0012371312938890267,0.0012371312938890267,1.8110577138362834e-11,0.00013548393489548616
20260123,10,1.6543612251060553e-24,42760827.43718841,42760827.43718841,1.1695445409590504e-15,0.020811597185706132,0.020811597185706132,5.6101541784053234e-11,-0.004490644862106263
20260126,10,-4.1359030627651384e-25,43629123.29160341,43629123.29160341,3.386995826964563e-16,0.020305871201637515,0.020305871201637515,1.8112899460643935e-11,0.0009500060031939483
20260127,10,-3.725290298461914e-09,41655223.762220286,41655223.76222028,1.9574902538138075,-0.04279461756382641,-0.04524270442452405,106807.88347393028,-0.0002702803760555872
20260128,10,2.3161057151484775e-23,43439631.372315556,43439631.372315556,4.360335991083818e-15,0.042837547105284424,0.042837547105284424,2.2901561719165053e-10,0.0026137708381157587
20260129,10,-2.938735877055719e-39,43928684.341862835,43928684.341862835,5.327784478323574e-31,0.011258220986169798,0.011258220986169798,1.7357774532714045e-26,0.00760457087734423
20260130,10,0.0,40377250.637527205,40377250.637527205,1.1334522984586901e-15,-0.08084543749814088,-0.08084543749814088,6.226997027957816e-11,-0.009998086401063921
20260202,10,-2.0679515313825692e-25,37889432.52602127,37889432.52602127,1.4007274121788505e-16,-0.06161435145348204,-0.06161435145348204,7.0732268379690275e-12,-0.021324468242318484
20260203,10,-3.725290298461914e-09,40444738.38417663,40444738.38417663,2.0511344840108325,0.07000632314499233,0.06744112243962608,97193.99904167572,0.011751571039204878
20260204,10,0.0,39844849.612513654,39844849.612513654,4.437757693163716e-15,-0.014832306886615187,-0.014832306886615187,2.2633074666302958e-10,0.008277877887535423
20260205,10,1.4693679385278594e-39,38489208.79281683,38489208.79281683,9.891380006579984e-31,-0.034022987484712885,-0.034022987484712885,4.928971345953023e-26,-0.006015387460044153
20260206,10,0.0,37905475.074790105,37905475.074790105,1.2264681149066692e-15,-0.015166165695140732,-0.015166165695140732,5.903675256675245e-11,-0.005743146631732476
20260209,10,-4.1359030627651384e-25,39896694.56885641,39896694.56885641,2.3045201348379584e-16,0.05253118421910008,0.05253118421910008,1.0924703668140592e-11,0.01625033737324122
20260210,10,3.725290298461914e-09,41029467.67908996,41029467.67908996,2.013910562918435,0.030911303171566207,0.028392655644154496,100485.711127752,0.001110328021331597
20260211,10,6.617444900424222e-24,41065745.994090274,41065745.994090274,4.547814017437598e-15,0.0008842014545267229,0.0008842014545267229,2.3149608819357602e-10,-0.0022177062756191246
20260212,10,-2.938735877055719e-39,43064019.21822101,43064019.21822101,1.1335569700057595e-30,0.04866034150258236,0.04866034150258236,5.490668414196779e-26,0.0012218332122886366
20260213,10,1.6543612251060553e-24,42533081.56166764,42533081.56166764,9.93018210260914e-16,-0.012329031664761958,-0.012329031664761958,5.3480934580689645e-11,-0.012537646374315758
20260224,10,-4.1359030627651384e-25,43622450.118419506,43622450.118419506,2.2972254484368327e-16,0.02561226501240954,0.02561226501240954,1.2219619480227906e-11,0.010114656114909693
20260225,10,9.313225746154785e-09,44378564.26238459,44378564.2623846,1.9997270545315442,0.019834051769669125,0.017333142496868348,109095.79000344708,0.006020506659098812
20260226,10,1.9852334701272664e-23,45151498.25451137,45151498.25451137,4.626277791707797e-15,0.017416831864069726,0.017416831864069726,2.521038969190661e-10,-0.0019028963916318808
20260227,10,2.938735877055719e-39,45976645.314494014,45976645.314494014,1.703522869464291e-30,0.01827507595277189,0.01827507595277189,8.626272634645832e-26,-0.0034329242419604
20260302,10,3.308722450212111e-24,46262588.5615861,46262588.5615861,9.470719430956666e-16,0.006219315157427019,0.006219315157427019,5.44562166270862e-11,0.003825780276590196
20260303,10,0.0,44072778.73946806,44072778.73946806,2.261734275425672e-16,-0.04733435569008204,-0.04733435569008204,1.3085753154033883e-11,-0.015389658924727434
20260304,10,1.862645149230957e-09,43442524.021725886,43442524.021725886,1.9578800529013924,-0.011851742889407046,-0.014300317242710414,107915.47570027653,-0.01144172844746838
20260305,10,0.0,44884546.70406814,44884546.70406814,5.106301240468233e-15,0.03319380525913007,0.03319380525913007,2.764951928983461e-10,0.00979167386817359
20260306,10,5.877471754111438e-39,44642656.54482972,44642656.54482972,2.056763186953047e-30,-0.005389163464950331,-0.005389163464950331,1.1545383107053787e-25,0.0027426300464266085
20260309,10,4.963083675318166e-24,44517166.27568993,44517166.27568993,9.873058044280786e-16,-0.0028109946596429625,-0.0028109946596429625,5.5122503666582724e-11,-0.009652288121355102
20260310,10,4.1359030627651384e-25,45342957.44654126,45342957.44654126,2.3539739631843956e-16,0.01854994915303676,0.01854994915303676,1.3105584083007068e-11,0.012848375450559502
20260311,10,7.450580596923828e-09,45745133.02239064,45745133.02239065,1.98541455714847,0.01135264676286396,0.00886963706157795,112587.00322477065,0.0063617649194198655
20260312,10,6.617444900424222e-24,45142354.58975478,45142354.58975478,4.783777719103823e-15,-0.013176886650232866,-0.013176886650232866,2.6995287127461656e-10,-0.0035999181123742563
20260313,10,-2.938735877055719e-39,44787936.88238325,44787936.88238325,2.0712303876501097e-30,-0.007851112565846696,-0.007851112565846696,1.1362335997524616e-25,-0.003929570950994221
20260316,10,1.6543612251060553e-24,42848918.38592703,42848918.38592703,9.62269236454154e-16,-0.043293320287296155,-0.043293320287296155,5.3899517041230335e-11,0.000518103976321127
